Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales
15243,Ryu-koku,PS2,2006,KID,0,0
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Square Enix,0,0
15245,Group S Challenge,XB,2003,Capcom,0.02,0
15246,GunParade Orchestra: Midori no Shou,PS2,2006,Sony Computer Entertainment,0,0
15247,Shooter: Starfighter Sanvein,PS,2000,Midas Interactive Entertainment,0.01,0.01
15248,Jewel Master: Cradle Of Rome 2,DS,2011,Rising Star Games,0,0.02
15249,Sakura Wars 1 & 2,PSP,2006,Sega,0,0
15250,Kao Challengers,PSP,2005,Atari,0.02,0
15251,Brave: The Video Game,DS,2012,Disney Interactive Studios,0,0.02
15252,Order of War,PC,2009,Square Enix,0,0.01
15253,Terminator 3: The Redemption,GC,2004,Atari,0.02,0
15254,Painkiller,PC,2004,DreamCatcher Interactive,0,0.02
15255,Date A Live: Arusu Install,PS3,2014,Compile Heart,0,0
15256,Canimal Triple,PSV,2014,Warner Bros. Interactive Entertainment,0,0.02
15257,Tengen Toppa Gurren-Lagann,DS,2007,Konami Digital Entertainment,0,0
15258,Sugoi Hebereke,SNES,1994,Sunsoft,0,0
15259,Pebble Beach Golf Links,SAT,1994,Sega,0,0
15260,Spider-Man: Web of Shadows,PC,2008,Activision,0,0.02
15261,Dakar 2: The World's Ultimate Rally,XB,2003,Acclaim Entertainment,0.02,0
15262,Jelly Belly: Ballistic Beans,Wii,2009,Zoo Digital Publishing,0.02,0
15263,PopCap Hits!,X360,2011,PopCap Games,0,0.02
15264,Mario Tennis,3DS,N/A,N/A,0,0
15265,Higurashi Daybreak Portable Mega Edition,PSP,2009,Alchemist,0,0
15266,Dragon's Lair,DS,2010,Destineer,0.02,0
15267,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Minato Station,0,0
15268,Whiteout,PS2,2002,Konami Digital Entertainment,0.01,0.01
15269,Shiratsuyu no Kai,PSP,2013,Idea Factory,0,0
15270,Dungeon Defenders,PC,2011,Unknown,0.02,0
15271,Final Fantasy XIV: Heavensward,PS3,2015,Square Enix,0.01,0
15272,Sniper Elite V2,WiiU,2013,505 Games,0,0.02
15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,fonfun,0,0
15274,XGRA: Extreme G Racing Association,GC,2003,Acclaim Entertainment,0.02,0
15275,Command & Conquer: The First Decade,PC,2006,Electronic Arts,0.01,0.01
15276,Thomas & Friends: Hero of the Rails,Wii,2010,Unknown,0,0.02
15277,Taito Legends 2,PS2,2006,Empire Interactive,0.01,0.01
15278,World Championship Poker featuring Howard Lederer: All In,Wii,2006,505 Games,0.02,0
15279,Kill.Switch,GBA,2004,Zoo Digital Publishing,0.02,0.01
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Idea Factory,0,0
15281,Jinsei Game Wii,Wii,2007,Takara Tomy,0,0
15282,Heavy Fire: The Chosen Few 3D,3DS,2011,Mastiff,0.02,0
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Benesse,0,0
15284,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,D3Publisher,0,0
15285,Jake Hunter: Detective Chronicles,DS,2008,Aksys Games,0.02,0
15286,Gekka Ryouran Romance,PSP,2011,Idea Factory,0,0
15287,Don Bradman Cricket 14,PS3,2014,Tru Blu Entertainment,0,0.02
15288,Guess the Logos,XB,2004,Sega,0.02,0
15289,Ore no Yome: Anata Dake no Hanayome,X360,2010,Idea Factory,0,0
15290,Crime Scene,DS,2009,Nobilis,0,0.02
15291,Military History: Commander - Europe at War,PSP,2009,Slitherine Software,0,0.01
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Sonnet,0,0
15293,Final Approach 2: 1st Priority,PS2,2008,Princess Soft,0,0
15294,Stormrise,PC,2009,Sega,0,0.02
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,5pb,0,0
15296,Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Idea Factory,0,0
15297,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Arc System Works,0,0
15298,Casper: Spirit Dimensions,GC,2002,TDK Mediactive,0.02,0
15299,Meitantei Evangelion,PS2,2007,Broccoli,0,0
15300,Tsuyo Kiss 2 Portable,PSP,2010,NetRevo,0,0
15301,Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Vivendi Games,0.01,0.01
15302,Mar Heaven: Karudea no Akuma,DS,2006,Konami Digital Entertainment,0,0
15303,F1 2016 (Codemasters),PC,2016,Codemasters,0,0.02
15304,Brain Dead 13,PS,1996,Coconuts Japan,0.01,0.01
15305,Spider-Man 3,PC,2007,Activision,0.02,0
15306,Robotics;Notes,X360,2012,5pb,0,0
15307,Hoppie,DS,2011,Jack of All Games,0.02,0
15308,Rugby League Team Manager 2015,PC,2015,Alternative Software,0,0.02
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Tecmo Koei,0,0
15310,The Lord of the Rings Online: Mines of Moria,PC,2008,Codemasters Online,0,0.02
15311,T.A.C. Heroes : Big Red One,DS,2010,Storm City Games,0.02,0
15312,War Leaders: Clash of Nations,PC,2009,CDV Software Entertainment,0,0.02
15313,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Capcom,0,0
15314,The King of Fighters NeoWave,XB,2006,SNK Playmore,0.02,0
15315,Super PickUps,PS2,2007,XS Games,0.01,0.01
15316,Puzzle Quest: Challenge of the Warlords,PSP,2007,D3Publisher,0.01,0
15317,Aquanaut's Holiday,PS,1995,Sony Computer Entertainment,0.01,0.01
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Marvelous Interactive,0,0
15319,Runaway: A Twist of Fate,DS,N/A,Focus Home Interactive,0,0.02
15320,Hot 'n' Cold,DS,2009,Majesco Entertainment,0.02,0
15321,Nisenochigiri,PSP,2010,Idea Factory,0,0
15322,Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Aspyr,0.01,0.01
15323,The Testament of Sherlock Holmes,X360,2012,Focus Home Interactive,0,0.02
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Takara,0,0
15325,Last Escort,PS2,2006,D3Publisher,0,0
15326,Meikyuu Cross Blood: Reloaded,X360,2011,Unknown,0,0
15327,Livly Garden,DS,2010,Marvelous Interactive,0,0
15328,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,N/A,0.01,0.01
15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Starfish,0,0
15330,Commando: Steel Disaster,DS,2008,Lexicon Entertainment,0.02,0
15331,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Alchemist,0,0
15332,Hellgate: London,PC,2007,Electronic Arts,0,0.02
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Marvelous Interactive,0,0
15334,The Awakened Fate Ultimatum,PS3,2014,Nippon Ichi Software,0,0
15335,Gal Gun,PS3,2012,Alchemist,0,0
15336,Chuck E. Cheese's Super Collection,Wii,2011,UFO Interactive,0.02,0
15337,Hakuouki: Yuugi Roku DS,DS,2011,Idea Factory,0,0
15338,Mystery Tales 2: The Spirit Mask,DS,2011,Unknown,0,0.02
15339,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Little Orbit,0,0.02
15340,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Konami Digital Entertainment,0.01,0.01
15341,Dead Rising,PS4,2016,Capcom,0.01,0
15342,Homefront: The Revolution,PC,2016,Deep Silver,0,0.02
15343,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Idea Factory,0,0
15344,The Technomancer,XOne,2016,Focus Home Interactive,0.01,0.01
15345,Rinne no Lagrange: Kamogawa Days,PS3,2012,Namco Bandai Games,0,0
15346,TOCA Race Driver 3,PC,2006,Codemasters,0,0.02
15347,Airport Simulator,PC,2011,Unknown,0,0.02
15348,Casper's Scare School: Spooky Sports Day,Wii,2009,Blast! Entertainment Ltd,0.02,0
15349,Code R,SAT,1998,Quintet,0,0
15350,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Namco Bandai Games,0,0
15351,Disney Sports Football,GBA,2002,Unknown,0.01,0.01
15352,Oil Rush,PC,2012,Iceberg Interactive,0,0.02
15353,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Activision,0.02,0
15354,Chicken Hunter,DS,2007,Phoenix Games,0.02,0
15355,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Idea Factory,0,0
15356,Demolition Company: Gold Edition,PC,2011,N/A,0,0.02
15357,Headhunter: Redemption,XB,2004,Sega,0.02,0
15358,Onechanbara Special,PSP,2011,D3Publisher,0,0
15359,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Namco Bandai Games,0,0
15360,Saki: Achiga-Hen Portable,PSP,2013,Alchemist,0,0
15361,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Big Ben Interactive,0,0.02
15362,Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Dorart,0,0
15363,Polar Bowler,DS,2008,Mumbo Jumbo,0.02,0
15364,Prehistorik Man,GBA,2001,THQ,0.01,0.01
15365,F1 2002,GBA,2002,"Destination Software, Inc",0.01,0.01
15366,Chicago Enforcer,XB,2005,Kemco,0.02,0
15367,Jinguuji Saburou DS: Akai Chou,DS,2010,Arc System Works,0,0
15368,Dance Dance Revolution Extra Mix,PS,2001,Konami Digital Entertainment,0,0
15369,UnchainBlades EXXiV,PSP,2012,FuRyu,0,0
15370,Princess Isabella: A Witch's Curse,Wii,2010,Destineer,0.02,0
15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Namco Bandai Games,0,0
15372,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Nihon Falcom Corporation,0,0
15373,Pippa Funnell: Ranch Rescue,Wii,2007,Ubisoft,0,0.02
15374,Jewel Link: Galactic Quest,DS,2012,Avanquest Software,0,0.02
15375,Super Bowling,N64,1999,Athena,0.02,0
15376,Rat Attack!,N64,2000,Mindscape,0.02,0
15377,Kawaii Koinu DS 3,DS,2010,MTO,0,0
15378,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Namco Bandai Games,0,0
15379,Chevrolet Camaro: Wild Ride,DS,2010,Storm City Games,0.02,0
15380,The Sims 2: Happy Holiday Stuff,PC,2006,Electronic Arts,0.01,0.01
15381,Largo Winch .// Commando Sar,PS,2002,Ubisoft,0.01,0.01
15382,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Quinrose,0,0
15383,Cross Treasures,DS,2009,Square Enix,0,0
15384,Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Natsume,0.01,0.01
15385,Silent Bomber,PS,1999,Virgin Interactive,0.01,0.01
15386,Samurai & Dragons,PSV,2012,Sega,0,0
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Namco Bandai Games,0,0
15388,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Starfish,0,0
15389,TalkMan,PSP,2006,Sony Computer Entertainment,0,0
15390,XGRA: Extreme G Racing Association,XB,2003,Acclaim Entertainment,0.02,0
15391,Uta no * Prince-Sama,PSP,2010,Broccoli,0,0
15392,Ridge Racer Unbounded,PC,2012,Namco Bandai Games,0,0.02
15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Starfish,0,0
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Sega,0,0
15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Namco Bandai Games,0,0
15396,Invizimals: The Resistance,PSV,2014,Sony Computer Entertainment,0,0.02
15397,Anima - Gate of Memories,PS4,2016,Avanquest,0,0.02
15398,B-17: Fortress in the Sky,DS,2007,DSI Games,0.02,0
15399,Mushishi: Amefuru Sato,DS,2008,Marvelous Interactive,0,0
15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Comfort,0,0
15401,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Falcom Corporation,0,0
15402,Motocross Mania 3,XB,2005,Take-Two Interactive,0.01,0
15403,Psycho-Pass: Mandatory Happiness,PSV,2016,Nippon Ichi Software,0,0.01
15404,ESPN MLS ExtraTime 2002,GC,2002,Konami Digital Entertainment,0.02,0
15405,Winning Post 7: Maximum 2007,PS2,2007,Tecmo Koei,0,0
15406,Resident Evil: Umbrella Corps,PS4,2016,Capcom,0,0
15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Russel,0,0
15408,Vitamin R,PSP,2013,D3Publisher,0,0
15409,Fist of the North Star: Ken's Rage 2,WiiU,2013,Tecmo Koei,0,0
15410,Maximum Racing: Crash Car Racer,Wii,2010,Nordic Games,0.01,0.01
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Atari,0.01,0.01
15412,Deus Ex: Mankind Divided,PC,2016,Square Enix,0,0.02
15413,Guitar Freaks V2 & DrumMania V2,PS2,2006,Konami Digital Entertainment,0,0
15414,Backyard Baseball '09,PS2,2008,Atari,0.01,0.01
15415,Puzzle City,DS,2009,Destineer,0.02,0
15416,Gakuen K: Wonderful School Days,PSP,2014,Idea Factory,0,0
15417,Worms,X360,2007,Microsoft Game Studios,0,0.02
15418,RollerCoaster Tycoon World,PC,2016,Atari,0,0.02
15419,Pastel Chime Continue,PSP,2010,5pb,0,0
15420,Trapped Dead,PC,2011,Iceberg Interactive,0,0.02
15421,Super Fruit Fall,Wii,2006,System 3 Arcade Software,0.01,0
15422,Zwei!!,PSP,2008,Falcom Corporation,0,0
15423,Pump It Up: Exceed,XB,2005,Mastiff,0.01,0
15424,Ro-Kyu-Bu! Lost Secret,PSP,2013,Kadokawa Shoten,0,0
15425,CV Casting Voice,PS3,2014,Namco Bandai Games,0,0
15426,Littlest Pet Shop,PC,2008,Electronic Arts,0,0.02
15427,Net High,PSV,2015,Marvelous Games,0,0
15428,Malice,PS2,2004,Evolved Games,0.01,0.01
15429,Defendin' De Penguin,DS,2008,Zushi Games,0.02,0
15430,The Sims 2: Family Fun Stuff,PC,2006,Electronic Arts,0,0.01
15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Sega,0,0
15432,Worldwide Soccer Manager 2007,PC,2006,Sega,0,0.02
15433,Heroes of the Pacific,PC,2005,Codemasters,0,0.02
15434,Kokoro Connect: Yochi Random,PSP,2012,Namco Bandai Games,0,0
15435,Tenkai Knights: Brave Battle,3DS,2014,Namco Bandai Games,0.01,0.01
15436,Mount & Blade: Warband,PC,2010,Paradox Interactive,0.01,0.01
15437,Horrid Henry: Missions of Mischief,Wii,2010,SouthPeak Games,0,0.02
15438,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Focus Multimedia,0,0.02
15439,Painkiller: Hell & Damnation,X360,2013,Nordic Games,0,0.01
15440,Resident Evil Zero,PC,2016,Capcom,0.01,0.01
15441,Warship Gunner 2 Portable,PSP,2009,Tecmo Koei,0,0
15442,Nervous Brickdown,DS,2007,Eidos Interactive,0,0.01
15443,Downtown Nekketsu Jidaigek,3DS,2015,Arc System Works,0,0
15444,Mini Ninjas,PC,2009,Eidos Interactive,0,0.02
15445,Legend of Kay Anniversary,PS4,2015,Nordic Games,0,0.02
15446,NHL 09,PC,2008,Electronic Arts,0,0.02
15447,Spanish for Everyone!,DS,2007,Activision,0.02,0
15448,Battle Princess of Arcadias,PS3,2013,Nippon Ichi Software,0,0
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Tecmo Koei,0,0
15450,Germany's Next Topmodel 2011,Wii,2011,7G//AMES,0,0.02
15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Namco Bandai Games,0,0
15452,Angelique Retour,PSV,2015,Tecmo Koei,0,0
15453,Winx Club: Saving Alfea,DS,2014,Namco Bandai Games,0.02,0
15454,UFO: Trilogy,PC,2007,Unknown,0,0.02
15455,Mount & Blade Collection,PC,2012,Paradox Interactive,0,0.02
15456,Car Battler Joe,GBA,2001,Victor Interactive,0.01,0.01
15457,Vietcong,PC,2003,Gathering of Developers,0,0.02
15458,StormLover Karen!!,PSP,2011,D3Publisher,0,0
15459,Digimon Rumble Arena 2,XB,2004,Atari,0.01,0
15460,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,5pb,0,0
15461,Ten Pin Alley 2,Wii,2008,XS Games,0.02,0
15462,Coded Soul: Uke Keigareshi Idea,PSP,2008,Sony Computer Entertainment,0,0
15463,Starship Troopers,PC,2005,Empire Interactive,0,0.02
15464,AIR,PSP,2007,Prototype,0,0
15465,Crysis: Warhead,PC,2008,Electronic Arts,0,0.02
15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Alchemist,0,0
15467,Dino Dini's Kick Off Revival,PS4,2016,Avanquest,0,0.02
15468,Garfield Gets Real,DS,2009,Zushi Games,0,0.02
15469,Mighty No. 9,WiiU,2016,Deep Silver,0.01,0.01
15470,Atlantic Quest,PC,2011,Avanquest,0,0.02
15471,Tycoon City: New York,PC,2006,Atari,0,0.02
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Namco Bandai Games,0,0
15473,Agatha Christie: The ABC Murders,PC,2016,Microids,0,0.02
15474,Virtua Pro Football,PS2,2006,Sega,0,0
15475,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Compile Heart,0,0
15476,Adidas Power Soccer 98,PS,1998,Psygnosis,0.01,0.01
15477,Natsuiro High School: Seishun Hakusho,PS4,2015,D3Publisher,0,0
15478,Black Rose Valkyrie,PS4,2016,Idea Factory,0,0
15479,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,N/A,Unknown,0,0
15480,Heroes VS,PSP,2013,Namco Bandai Games,0,0
15481,Kazoku Keikaku,PSP,2010,CyberFront,0,0
15482,Sotsugyou II: Neo Generation Special,3DO,1995,Imageworks,0,0
15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Activision,0.02,0
15484,Agatha Christie's The ABC Murders,PS4,2016,Microids,0.01,0.01
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Ubisoft,0.02,0
15486,Aoishiro,PS2,2008,Success,0,0
15487,Rainbow Islands Revolution,DS,2005,Rising Star Games,0.01,0
15488,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,THQ,0,0.02
15489,Virtual Kasparov,GBA,2002,Titus,0.01,0.01
15490,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Global Star,0.01,0
15491,Dynasty Warriors 8: Empires,PSV,2015,Tecmo Koei,0,0
15492,Mary King's Riding School,DS,2008,Ghostlight,0,0.02
15493,Devil Survivor: Over Clock,3DS,2015,Atlus,0,0
15494,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Hudson Soft,0,0
15495,Commandos 3: Destination Berlin,PC,2003,Eidos Interactive,0,0.02
15496,Otoko Yukaku,PSV,2015,D3Publisher,0,0
15497,Speed Kings,GC,2003,Acclaim Entertainment,0.01,0
15498,Spirits and Demons: 5 Game Pack,PC,2015,Focus Multimedia,0,0.02
15499,Rose to Tasogare no Kojou,PSV,2016,Nippon Ichi Software,0,0
15500,Army Rescue,Wii,2009,UFO Interactive,0.02,0
15501,Azada,3DS,2012,Licensed 4U,0,0.02
15502,ESPN MLS ExtraTime 2002,XB,2002,Konami Digital Entertainment,0.01,0
15503,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Karin Entertainment,0,0
15504,Dreamer Series: Horse Trainer,DS,2008,DreamCatcher Interactive,0.02,0
15505,Hogs of War,PS,2000,Infogrames,0.01,0.01
15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Marvelous Interactive,0,0
15507,Muchi Muchi Pork & Pink Sweets,X360,2011,Cave,0,0
15508,Point Blank 3,PS,2000,Namco Bandai Games,0.01,0.01
15509,Meiji Toukyou Renka,PSP,2013,Broccoli,0,0
15510,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Capcom,0,0
15511,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Idea Factory,0,0
15512,Mushihimesama,X360,2012,Cave,0,0
15513,Uru: Ages Beyond Myst,PC,2003,Ubisoft,0,0.02
15514,Higurashi no Naku Koro ni: Jan,PSP,2009,AQ Interactive,0,0
15515,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Idea Factory,0,0
15516,Elvandia Story,PS2,2007,Spike,0,0
15517,Triggerheart Excelica Enhanced,PS2,2009,Alchemist,0,0
15518,Puzzle Star Sweep,PS,1997,Midas Interactive Entertainment,0.01,0.01
15519,Battle Spirits: Kiseki no Hasha,PSP,2009,Namco Bandai Games,0,0
15520,X-Plane 10 Global,PC,2013,Aerosoft,0,0.02
15521,Chrysler Classic Racing,DS,2008,Zoo Games,0.02,0
15522,The Conveni 4,PS2,2006,Hamster Corporation,0,0
15523,The Cheetah Girls,GBA,2006,Disney Interactive Studios,0.01,0
15524,Charlie's Angels,GC,2003,Ubisoft,0.01,0
15525,WRC 2: FIA World Rally Championship,PC,2011,Ubisoft,0,0.01
15526,uDraw Studio: Instant Artist,X360,2011,THQ,0.01,0.01
15527,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Kadokawa Shoten,0,0
15528,Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Konami Digital Entertainment,0.01,0
15529,Prism Ark: Awake,PS2,2008,5pb,0,0
15530,Rozen Maiden: Duellwalzer,PS2,2006,Taito,0,0
15531,Rugby 06,XB,2006,Electronic Arts,0.01,0
15532,Marvel Avengers: Battle for Earth,X360,2012,Ubisoft,0.02,0
15533,Winter Blast: 9 Snow & Ice Games,Wii,2010,Destineer,0.02,0
15534,Natsuiro High School: Seishun Hakusho,PS3,2015,D3Publisher,0,0
15535,Kamen Rider: Battride War II,WiiU,2014,Namco Bandai Games,0,0
15536,Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Hasbro Interactive,0.01,0
15537,Urban Chaos: Riot Response,XB,2006,Eidos Interactive,0.01,0
15538,Ginga Fukei Densetsu: Sapphire,TG16,1995,Hudson Soft,0,0
15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Marvelous Interactive,0,0
15540,The Mummy,GBA,2002,Ubisoft,0.01,0
15541,Guitar Freaks V3 & DrumMania V3,PS2,2007,Konami Digital Entertainment,0,0
15542,The Talos Principle,PS4,2015,Devolver Digital,0,0.02
15543,The Crow: City of Angels,PS,1997,Acclaim Entertainment,0.01,0.01
15544,Legendary,PC,2008,Atari,0,0.01
15545,Snow Portable,PSP,2007,Prototype,0,0
15546,Poyo Poyo Kansatsu Nikki,3DS,2012,IE Institute,0,0
15547,Jinsei Game DS,DS,2006,Atlus,0,0
15548,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Konami Digital Entertainment,0,0
15549,Broken Sword: The Sleeping Dragon,XB,2003,THQ,0.01,0
15550,Reversal Challenge,DS,2009,Tommo,0.02,0
15551,Wild West Shootout,Wii,2010,Unknown,0.01,0.01
15552,Miyako,PSP,2010,Idea Factory,0,0
15553,Motto NUGA-CEL!,PSP,2010,Idea Factory,0,0
15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Konami Digital Entertainment,0,0
15555,11eyes: CrossOver,PSP,2010,5pb,0,0
15556,Super Dodge Ball,NG,1995,Technos Japan Corporation,0,0
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,dramatic create,0,0
15558,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Namco Bandai Games,0,0
15559,Style Book: Junior City,DS,2006,Namco Bandai Games,0,0
15560,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Prototype,0,0
15561,Garfield's Nightmare,DS,2007,Game Factory,0.01,0
15562,Earth Seeker,Wii,2011,Kadokawa Shoten,0,0
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Arc System Works,0,0
15564,Lovely x Cation 1 & 2,PSV,2015,5pb,0,0
15565,Barbie as the Princess and the Pauper,GBA,2004,Vivendi Games,0.01,0
15566,Blood Bowl: Legendary Edition,PC,2010,Focus Home Interactive,0,0.01
15567,Tantei Opera: Milky Holmes,PSP,2010,Unknown,0,0
15568,Pirates of the Burning Sea,PC,2008,Koch Media,0,0.01
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Namco Bandai Games,0,0
15570,Mary King's Riding School 2,Wii,2009,Midas Interactive Entertainment,0,0.02
15571,Micro Machines V4,PSP,2006,Codemasters,0.01,0
15572,Entaku no Seito: The Eternal Legend,PSP,2012,Kadokawa Games,0,0
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Tecmo Koei,0,0
15574,WorldShift,PC,2009,Playlogic Game Factory,0.02,0
15575,The Crew: Wild Run,PC,2015,Ubisoft,0,0.02
15576,Casper's Scare School: Spooky Sports Day,DS,2009,Blast! Entertainment Ltd,0.02,0
15577,7 Roses: A Darkness Rises,PC,2015,Avanquest Software,0,0.02
15578,My Hero: Doctor,DS,2009,Majesco Entertainment,0.02,0
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Sega,0,0
15580,Bakumatsu Rock: Ultra Soul,PSV,2014,Marvelous Interactive,0,0
15581,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Takara Tomy,0,0
15582,Cabela's Alaskan Adventure,PS2,N/A,Unknown,0.01,0.01
15583,Elf Bowling 1 & 2,DS,2005,Ignition Entertainment,0.02,0
15584,Niko Puchi Girls Runway,3DS,2015,Happinet,0,0
15585,MotoGP 14,PSV,2014,Milestone S.r.l.,0,0.01
15586,Bomberman 2,DS,2008,Hudson Soft,0,0.01
15587,Arabians Lost: The Engagement on Desert,PS2,2007,Prototype,0,0
15588,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Square Enix,0,0
15589,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Namco Bandai Games,0,0
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Gakken,0,0
15591,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Namco Bandai Games,0,0
15592,Peggle Nights,PC,2008,PopCap Games,0,0.01
15593,Starry ? Sky: After Summer,PSP,2013,Asgard,0,0
15594,Puzzle Guzzle,PSP,2007,DHM Interactive,0.02,0
15595,ESPN NFL Primetime 2002,XB,2002,Konami Digital Entertainment,0.01,0
15596,Gallop Racer Inbreed,PS2,2006,Tecmo Koei,0,0
15597,Myth Makers: Super Kart GP,Wii,2007,Popcorn Arcade,0.01,0
15598,Red Ninja: End of Honor,XB,2005,Vivendi Games,0.01,0
15599,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,5pb,0,0
15600,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,DSI Games,0.02,0
15601,Call of Duty: Modern Warfare Trilogy,PS3,2016,Activision,0,0.01
15602,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Ignition Entertainment,0,0
15603,Emergency 2012,DS,2010,Rondomedia,0,0.02
